"husage","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","kidlt6","hrwage"
53,440,8,0,0,40,1,185,47,0,12,0,0,0,6.166667
27,500,18,0,0,50,0,338,26,0,17,0,0,0,8.45
42,324,14,0,0,45,0,530,44,0,13,0,0,0,13.25
40,500,16,0,0,45,0,500,35,0,16,0,1,1,12.5
59,1900,12,0,0,40,0,450,54,0,12,0,0,0,11.25
44,354,12,0,0,55,1,280,39,0,12,0,0,0,7
46,360,6,0,1,40,1,150,42,0,9,1,0,0,7.5
34,500,12,0,0,40,1,200,31,0,12,1,0,0,8.333333
40,1000,16,0,0,40,1,2884.5,42,0,16,0,0,0,48.075
57,500,12,0,0,40,0,250,54,0,11,0,0,0,6.25
58,720,14,0,0,40,0,400,52,0,16,0,1,0,11.42857
32,700,16,0,0,40,0,220,29,0,16,0,0,1,9.166667
39,400,13,0,0,36,1,149,36,0,11,0,0,0,6.208333
43,560,12,0,0,40,1,456,38,0,12,0,1,0,11.4
53,895,16,0,0,47,0,448,47,0,13,0,0,0,11.2
49,624,14,0,0,45,1,100,50,0,18,0,0,0,4.761905
36,661,15,0,0,50,1,340,35,0,14,0,1,0,9.714286
43,1923,18,0,0,20,1,577,42,0,18,0,0,0,24.04167
33,900,14,0,0,50,0,900,40,0,18,0,0,1,18
43,300,14,0,0,41,1,106,39,0,13,0,0,0,4.24
50,600,14,0,0,40,0,300,49,0,18,0,0,0,7.5
40,1231,18,0,0,65,0,270,44,0,17,0,1,1,13.5
58,216,18,0,0,60,0,404,58,0,18,0,0,0,10.1
52,560,14,0,0,40,0,440,51,0,14,0,0,0,11
49,520,12,0,0,40,1,168,44,0,9,0,0,0,6.72
46,750,12,0,0,55,1,754,43,0,15,0,1,0,18.85
25,425,11,0,0,62,1,242,34,0,12,0,0,0,6.05
29,440,12,0,0,41,0,405,28,0,12,0,0,1,10.125
36,500,16,1,0,50,0,559,36,1,16,0,1,1,15.97143
35,760,16,1,0,38,0,500,33,1,16,0,0,1,12.5
50,1250,17,0,0,45,0,1154,43,0,14,0,0,0,23.08
29,300,14,0,0,40,1,291,30,0,12,0,0,0,7.275
37,400,16,0,0,40,1,400,38,0,16,0,0,0,10
58,962,16,0,0,40,0,249,57,0,12,0,0,0,6.225
34,500,12,0,0,50,1,550,34,0,12,0,0,0,15.71429
32,400,11,0,0,30,1,188,30,0,12,0,0,0,4.7
29,304,12,0,0,48,0,152,29,0,12,0,0,0,4.342857
40,1000,18,0,0,60,1,140,41,0,18,0,0,0,7
42,450,12,1,0,40,0,320,40,1,12,0,0,0,9.142858
52,1923,18,0,0,44,0,171,53,0,17,0,0,0,8.55
46,550,12,0,0,40,0,272,45,0,12,0,0,0,7.771429
26,900,16,0,0,40,0,700,26,0,14,0,0,0,17.5
52,800,13,0,0,55,0,260,50,0,12,0,0,0,6.5
36,1057,15,0,0,46,0,450,36,0,15,0,0,0,11.25
27,200,12,1,0,40,0,210,26,1,12,0,0,1,5.25
30,1000,16,0,0,50,0,175,28,0,16,0,0,0,7.291667
57,1000,14,0,0,20,0,781,55,0,16,0,1,0,19.525
52,1100,18,0,0,40,1,692,50,0,18,0,0,0,19.77143
